"STATION","NAME","DATE","TAVG","TMAX","TMIN","TSUN"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-06",,"78","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-07",,"81","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-08",,"81","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-09",,"82","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-10",,"81","72",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-11",,"75","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-12",,"76","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-13",,"74","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-14",,"74","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-15",,"72","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-16",,"66","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-17",,"67","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-18",,"70","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-19",,"73","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-20",,"78","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-21",,"78","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-22",,"74","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-23",,"81","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-24",,"76","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-25",,"80","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-26",,"80","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-27",,"78","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-28",,"79","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-29",,"76","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-09-30",,"71","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-01",,"68","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-02",,"73","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-03",,"75","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-04",,"79","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-05",,"73","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-06",,"81","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-07",,"83","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-08",,"90","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-09",,"80","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-10",,"74","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-11",,"68","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-12",,"64","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-13",,"62","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-14",,"67","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-15",,"69","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-16",,"67","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-17",,"70","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-18",,"74","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-19",,"72","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-20",,"73","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-21",,"74","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-22",,"72","56",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-23",,"74","64",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-24",,"68","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-25",,"55","52",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-26",,"61","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-27",,"68","57",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-28",,"58","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-29",,"54","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-30",,"62","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-10-31",,"64","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-01",,"67","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-02",,"55","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-03",,"52","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-04",,"57","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-05",,"57","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-06",,"57","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-07",,"51","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-08",,"46","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-09",,"46","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-10",,"48","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-11",,"47","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-12",,"51","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-13",,"61","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-14",,"57","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-15",,"59","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-16",,"48","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-17",,"47","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-18",,"44","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-19",,"46","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-20",,"49","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-21",,"56","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-22",,"61","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-23",,"42","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-24",,"38","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-25",,"47","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-26",,"56","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-27",,"63","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-28",,"46","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-29",,"49","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-11-30",,"43","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-01",,"39","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-02",,"47","20",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-03",,"50","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-04",,"36","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-05",,"33","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-06",,"35","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-07",,"35","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-08",,"46","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-09",,"40","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-10",,"41","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-11",,"45","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-12",,"54","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-13",,"36","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-14",,"44","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-15",,"36","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-16",,"40","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-17",,"34","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-18",,"37","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-19",,"45","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-20",,"46","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-21",,"43","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-22",,"44","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-23",,"55","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-24",,"51","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-25",,"45","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-26",,"38","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-27",,"42","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-28",,"50","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-29",,"52","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-30",,"42","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2007-12-31",,"45","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-01",,"48","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-02",,"37","17",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-03",,"22","14",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-04",,"37","14",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-05",,"40","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-06",,"44","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-07",,"53","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-08",,"54","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-09",,"65","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-10",,"50","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-11",,"53","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-12",,"50","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-13",,"47","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-14",,"40","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-15",,"41","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-16",,"40","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-17",,"40","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-18",,"49","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-19",,"37","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-20",,"35","18",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-21",,"26","15",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-22",,"38","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-23",,"41","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-24",,"34","23",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-25",,"34","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-26",,"32","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-27",,"40","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-28",,"43","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-29",,"42","25",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-30",,"47","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-01-31",,"39","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-01",,"54","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-02",,"46","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-03",,"46","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-04",,"42","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-05",,"53","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-06",,"67","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-07",,"50","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-08",,"46","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-09",,"43","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-10",,"46","15",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-11",,"25","11",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-12",,"34","17",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-13",,"52","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-14",,"42","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-15",,"48","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-16",,"35","23",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-17",,"48","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-18",,"55","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-19",,"44","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-20",,"34","24",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-21",,"34","21",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-22",,"34","26",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-23",,"34","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-24",,"36","22",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-25",,"45","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-26",,"47","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-27",,"44","23",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-28",,"30","18",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-02-29",,"37","17",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-01",,"47","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-02",,"44","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-03",,"48","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-04",,"53","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-05",,"55","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-06",,"44","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-07",,"51","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-08",,"56","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-09",,"43","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-10",,"45","28",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-11",,"45","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-12",,"51","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-13",,"42","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-14",,"55","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-15",,"55","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-16",,"47","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-17",,"49","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-18",,"42","34",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-19",,"50","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-20",,"54","36",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-21",,"46","33",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-22",,"50","35",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-23",,"46","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-24",,"45","31",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-25",,"43","30",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-26",,"63","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-27",,"49","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-28",,"52","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-29",,"48","32",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-30",,"42","27",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-03-31",,"50","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-01",,"60","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-02",,"56","37",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-03",,"46","29",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-04",,"54","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-05",,"60","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-06",,"50","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-07",,"50","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-08",,"53","41",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-09",,"51","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-10",,"72","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-11",,"58","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-12",,"66","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-13",,"57","43",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-14",,"55","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-15",,"59","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-16",,"61","40",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-17",,"64","39",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-18",,"68","44",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-19",,"69","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-20",,"63","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-21",,"65","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-22",,"68","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-23",,"69","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-24",,"79","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-25",,"65","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-26",,"59","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-27",,"52","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-28",,"58","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-29",,"59","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-04-30",,"57","42",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-01",,"56","38",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-02",,"61","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-03",,"58","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-04",,"71","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-05",,"68","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-06",,"77","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-07",,"70","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-08",,"74","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-09",,"66","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-10",,"65","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-11",,"58","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-12",,"53","46",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-13",,"71","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-14",,"72","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-15",,"69","53",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-16",,"61","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-17",,"73","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-18",,"65","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-19",,"61","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-20",,"55","48",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-21",,"66","47",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-22",,"63","49",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-23",,"71","50",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-24",,"73","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-25",,"75","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-26",,"69","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-27",,"74","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-28",,"69","54",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-29",,"76","51",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-30",,"77","55",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-05-31",,"68","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-01",,"83","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-02",,"83","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-03",,"80","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-04",,"74","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-05",,"72","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-06",,"68","58",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-07",,"86","61",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-08",,"93","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-09",,"95","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-10",,"92","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-11",,"87","72",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-12",,"86","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-13",,"79","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-14",,"84","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-15",,"83","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-16",,"75","63",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-17",,"79","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-18",,"76","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-19",,"74","59",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-20",,"77","60",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-21",,"79","62",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-22",,"77","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-23",,"76","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-24",,"82","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-25",,"84","65",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-26",,"84","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-27",,"90","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-28",,"85","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-29",,"86","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-06-30",,"84","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-01",,"82","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-02",,"87","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-03",,"84","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-04",,"82","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-05",,"75","68",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-06",,"78","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-07",,"82","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-08",,"85","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-09",,"87","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-10",,"89","73",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-11",,"85","66",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-12",,"84","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-13",,"82","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-14",,"81","71",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-15",,"89","69",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-16",,"89","67",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-17",,"90","70",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2008-07-18",,"92","73",
